,Start Year,ISO,Disaster Subgroup,share
166,2000,IRQ,Hydrological,0.0
167,2001,IRQ,Hydrological,0.0
168,2002,IRQ,Hydrological,0.0
169,2003,IRQ,Hydrological,0.0
170,2004,IRQ,Hydrological,0.0
171,2005,IRQ,Hydrological,0.0
172,2006,IRQ,Hydrological,0.001899172227377321
173,2007,IRQ,Hydrological,0.0
174,2008,IRQ,Hydrological,0.0
175,2009,IRQ,Hydrological,0.0
176,2010,IRQ,Hydrological,0.0
177,2011,IRQ,Hydrological,0.0
178,2012,IRQ,Hydrological,0.0
179,2013,IRQ,Hydrological,0.0
180,2014,IRQ,Hydrological,0.0
181,2015,IRQ,Hydrological,0.0
182,2016,IRQ,Hydrological,0.0
183,2017,IRQ,Hydrological,0.0
184,2018,IRQ,Hydrological,0.0
185,2019,IRQ,Hydrological,0.0
186,2020,IRQ,Hydrological,0.06320078536612408
187,2021,IRQ,Hydrological,0.008221996384090838
188,2022,IRQ,Hydrological,0.0
189,1960,IRQ,Climatological,0.0
190,1961,IRQ,Climatological,0.0
191,1962,IRQ,Climatological,0.0
192,1963,IRQ,Climatological,0.0
193,1964,IRQ,Climatological,0.0
194,1965,IRQ,Climatological,0.0
195,1966,IRQ,Climatological,0.0
196,1967,IRQ,Climatological,0.0
197,1968,IRQ,Climatological,0.0
198,1969,IRQ,Climatological,0.13186582741348696
199,1970,IRQ,Climatological,0.0
200,1971,IRQ,Climatological,0.0
201,1972,IRQ,Climatological,0.0
202,1973,IRQ,Climatological,0.0
203,1974,IRQ,Climatological,0.0
204,1975,IRQ,Climatological,0.0
205,1976,IRQ,Climatological,0.0
206,1977,IRQ,Climatological,0.0
207,1978,IRQ,Climatological,0.0
208,1979,IRQ,Climatological,0.0
209,1980,IRQ,Climatological,0.0
210,1981,IRQ,Climatological,0.0
211,1982,IRQ,Climatological,0.0
212,1983,IRQ,Climatological,0.0
213,1984,IRQ,Climatological,0.0
214,1985,IRQ,Climatological,0.0
215,1986,IRQ,Climatological,0.0
216,1987,IRQ,Climatological,0.0
217,1988,IRQ,Climatological,0.0
218,1989,IRQ,Climatological,0.0
219,1990,IRQ,Climatological,0.0
220,1991,IRQ,Climatological,0.0
221,1992,IRQ,Climatological,0.0
222,1993,IRQ,Climatological,0.0
223,1994,IRQ,Climatological,0.0
224,1995,IRQ,Climatological,0.0
225,1996,IRQ,Climatological,0.0
226,1997,IRQ,Climatological,0.0
227,1998,IRQ,Climatological,0.0
228,1999,IRQ,Climatological,0.0
229,2000,IRQ,Climatological,0.0
230,2001,IRQ,Climatological,0.0
231,2002,IRQ,Climatological,0.0
232,2003,IRQ,Climatological,0.0
233,2004,IRQ,Climatological,0.0
234,2005,IRQ,Climatological,0.0
235,2006,IRQ,Climatological,0.0
236,2007,IRQ,Climatological,0.0
237,2008,IRQ,Climatological,0.0
238,2009,IRQ,Climatological,0.0
239,2010,IRQ,Climatological,0.0
240,2011,IRQ,Climatological,0.0
241,2012,IRQ,Climatological,0.0
242,2013,IRQ,Climatological,0.0
243,2014,IRQ,Climatological,0.0
244,2015,IRQ,Climatological,0.0
245,2016,IRQ,Climatological,0.0
246,2017,IRQ,Climatological,0.0
247,2018,IRQ,Climatological,0.0
248,2019,IRQ,Climatological,0.0
249,2020,IRQ,Climatological,0.0
250,2021,IRQ,Climatological,0.0
251,2022,IRQ,Climatological,0.0
0,1960,MOZ,Geophysical,0.0
1,1961,MOZ,Geophysical,0.0
2,1962,MOZ,Geophysical,0.0
3,1963,MOZ,Geophysical,0.0
4,1964,MOZ,Geophysical,0.0
5,1965,MOZ,Geophysical,0.0
6,1966,MOZ,Geophysical,0.0
7,1967,MOZ,Geophysical,0.0
8,1968,MOZ,Geophysical,0.0
9,1969,MOZ,Geophysical,0.0
10,1970,MOZ,Geophysical,0.0
11,1971,MOZ,Geophysical,0.0
12,1972,MOZ,Geophysical,0.0
13,1973,MOZ,Geophysical,0.0
14,1974,MOZ,Geophysical,0.0
15,1975,MOZ,Geophysical,0.0
16,1976,MOZ,Geophysical,0.0
17,1977,MOZ,Geophysical,0.0
18,1978,MOZ,Geophysical,0.0
19,1979,MOZ,Geophysical,0.0
20,1980,MOZ,Geophysical,0.0
21,1981,MOZ,Geophysical,0.0
22,1982,MOZ,Geophysical,0.0
23,1983,MOZ,Geophysical,0.0
24,1984,MOZ,Geophysical,0.0
25,1985,MOZ,Geophysical,0.0
26,1986,MOZ,Geophysical,0.0
27,1987,MOZ,Geophysical,0.0
28,1988,MOZ,Geophysical,0.0
29,1989,MOZ,Geophysical,0.0
30,1990,MOZ,Geophysical,0.0
31,1991,MOZ,Geophysical,0.0
32,1992,MOZ,Geophysical,0.0
33,1993,MOZ,Geophysical,0.0
34,1994,MOZ,Geophysical,0.0
35,1995,MOZ,Geophysical,0.0
36,1996,MOZ,Geophysical,0.0
37,1997,MOZ,Geophysical,0.0
38,1998,MOZ,Geophysical,0.0
39,1999,MOZ,Geophysical,0.0
40,2000,MOZ,Geophysical,0.0
41,2001,MOZ,Geophysical,0.0
42,2002,MOZ,Geophysical,0.0
43,2003,MOZ,Geophysical,0.0
44,2004,MOZ,Geophysical,0.0
45,2005,MOZ,Geophysical,0.0
46,2006,MOZ,Geophysical,0.0
47,2007,MOZ,Geophysical,0.0
48,2008,MOZ,Geophysical,0.0
49,2009,MOZ,Geophysical,0.0
50,2010,MOZ,Geophysical,0.0
51,2011,MOZ,Geophysical,0.0
52,2012,MOZ,Geophysical,0.0
53,2013,MOZ,Geophysical,0.0
54,2014,MOZ,Geophysical,0.0
55,2015,MOZ,Geophysical,0.0
56,2016,MOZ,Geophysical,0.0
57,2017,MOZ,Geophysical,0.0
58,2018,MOZ,Geophysical,0.0
59,2019,MOZ,Geophysical,0.0
60,2020,MOZ,Geophysical,0.0
61,2021,MOZ,Geophysical,0.0
62,2022,MOZ,Geophysical,0.0
63,1960,MOZ,Meteorological,0.0
64,1961,MOZ,Meteorological,0.0
65,1962,MOZ,Meteorological,0.0
66,1963,MOZ,Meteorological,0.0
67,1964,MOZ,Meteorological,0.0
68,1965,MOZ,Meteorological,0.0
69,1966,MOZ,Meteorological,0.0
70,1967,MOZ,Meteorological,0.0
71,1968,MOZ,Meteorological,0.0
72,1969,MOZ,Meteorological,0.0
73,1970,MOZ,Meteorological,0.0
74,1971,MOZ,Meteorological,0.0
75,1972,MOZ,Meteorological,0.0
76,1973,MOZ,Meteorological,0.0
77,1974,MOZ,Meteorological,0.0
78,1975,MOZ,Meteorological,0.0
79,1976,MOZ,Meteorological,0.0
80,1977,MOZ,Meteorological,0.0
81,1978,MOZ,Meteorological,0.0
82,1979,MOZ,Meteorological,0.0
83,1980,MOZ,Meteorological,0.0
84,1981,MOZ,Meteorological,0.0
85,1982,MOZ,Meteorological,0.0
86,1983,MOZ,Meteorological,0.0
87,1984,MOZ,Meteorological,9.7326514447896
88,1985,MOZ,Meteorological,0.0
89,1986,MOZ,Meteorological,0.0
90,1987,MOZ,Meteorological,0.0
91,1988,MOZ,Meteorological,0.0
92,1989,MOZ,Meteorological,0.0
93,1990,MOZ,Meteorological,0.0
94,1991,MOZ,Meteorological,0.0
95,1992,MOZ,Meteorological,0.0
96,1993,MOZ,Meteorological,0.0
97,1994,MOZ,Meteorological,0.0
98,1995,MOZ,Meteorological,0.0
99,1996,MOZ,Meteorological,0.7168490929235249
100,1997,MOZ,Meteorological,0.0021663983312234535
101,1998,MOZ,Meteorological,0.0
102,1999,MOZ,Meteorological,0.0
103,2000,MOZ,Meteorological,0.03257476326654069
104,2001,MOZ,Meteorological,0.0
105,2002,MOZ,Meteorological,0.0
106,2003,MOZ,Meteorological,0.0
107,2004,MOZ,Meteorological,0.0
108,2005,MOZ,Meteorological,0.0
109,2006,MOZ,Meteorological,0.0
110,2007,MOZ,Meteorological,0.0
111,2008,MOZ,Meteorological,0.27258916300083424
112,2009,MOZ,Meteorological,0.03859288717941239
113,2010,MOZ,Meteorological,0.0
114,2011,MOZ,Meteorological,0.0
115,2012,MOZ,Meteorological,0.0
116,2013,MOZ,Meteorological,0.0
117,2014,MOZ,Meteorological,0.0
118,2015,MOZ,Meteorological,0.0
119,2016,MOZ,Meteorological,0.011044040247291366
120,2017,MOZ,Meteorological,0.11813929295135443
121,2018,MOZ,Meteorological,0.0
122,2019,MOZ,Meteorological,14.03855848299683
123,2020,MOZ,Meteorological,0.0
124,2021,MOZ,Meteorological,0.0
125,2022,MOZ,Meteorological,0.0
126,1960,MOZ,Hydrological,0.0
127,1961,MOZ,Hydrological,0.0
128,1962,MOZ,Hydrological,0.0
129,1963,MOZ,Hydrological,0.0
130,1964,MOZ,Hydrological,0.0
131,1965,MOZ,Hydrological,0.0
132,1966,MOZ,Hydrological,0.0
133,1967,MOZ,Hydrological,0.0
134,1968,MOZ,Hydrological,0.0
135,1969,MOZ,Hydrological,0.0
136,1970,MOZ,Hydrological,0.0
137,1971,MOZ,Hydrological,0.0
138,1972,MOZ,Hydrological,0.0
139,1973,MOZ,Hydrological,0.0
140,1974,MOZ,Hydrological,0.0
141,1975,MOZ,Hydrological,0.0
142,1976,MOZ,Hydrological,0.0
143,1977,MOZ,Hydrological,0.0
144,1978,MOZ,Hydrological,0.0
145,1979,MOZ,Hydrological,0.0
146,1980,MOZ,Hydrological,0.0
147,1981,MOZ,Hydrological,0.0
148,1982,MOZ,Hydrological,0.0
149,1983,MOZ,Hydrological,0.0
150,1984,MOZ,Hydrological,0.0
151,1985,MOZ,Hydrological,0.06202660311599485
152,1986,MOZ,Hydrological,0.0
153,1987,MOZ,Hydrological,0.0
154,1988,MOZ,Hydrological,0.0
155,1989,MOZ,Hydrological,0.0
156,1990,MOZ,Hydrological,0.0
157,1991,MOZ,Hydrological,0.0
158,1992,MOZ,Hydrological,0.0
159,1993,MOZ,Hydrological,0.0
160,1994,MOZ,Hydrological,0.0
161,1995,MOZ,Hydrological,0.0
162,1996,MOZ,Hydrological,0.0
163,1997,MOZ,Hydrological,0.0
164,1998,MOZ,Hydrological,0.0
165,1999,MOZ,Hydrological,0.42238239876279843
166,2000,MOZ,Hydrological,13.651374304865522
167,2001,MOZ,Hydrological,1.017189463120299
168,2002,MOZ,Hydrological,0.0
169,2003,MOZ,Hydrological,0.0
170,2004,MOZ,Hydrological,0.0
171,2005,MOZ,Hydrological,0.0
172,2006,MOZ,Hydrological,0.0
173,2007,MOZ,Hydrological,2.597253420536404
174,2008,MOZ,Hydrological,0.0
175,2009,MOZ,Hydrological,0.0
176,2010,MOZ,Hydrological,0.0
177,2011,MOZ,Hydrological,0.0
178,2012,MOZ,Hydrological,0.0
179,2013,MOZ,Hydrological,0.2708154558092427
180,2014,MOZ,Hydrological,0.0
181,2015,MOZ,Hydrological,0.0
182,2016,MOZ,Hydrological,0.0
183,2017,MOZ,Hydrological,0.0
184,2018,MOZ,Hydrological,0.03344543064497674
185,2019,MOZ,Hydrological,0.0
186,2020,MOZ,Hydrological,0.0
187,2021,MOZ,Hydrological,0.0
188,2022,MOZ,Hydrological,0.0
189,1960,MOZ,Climatological,0.0
190,1961,MOZ,Climatological,0.0
191,1962,MOZ,Climatological,0.0
192,1963,MOZ,Climatological,0.0
193,1964,MOZ,Climatological,0.0
194,1965,MOZ,Climatological,0.0
195,1966,MOZ,Climatological,0.0
196,1967,MOZ,Climatological,0.0
197,1968,MOZ,Climatological,0.0
198,1969,MOZ,Climatological,0.0
199,1970,MOZ,Climatological,0.0
200,1971,MOZ,Climatological,0.0
201,1972,MOZ,Climatological,0.0
202,1973,MOZ,Climatological,0.0
203,1974,MOZ,Climatological,0.0
204,1975,MOZ,Climatological,0.0
205,1976,MOZ,Climatological,0.0
206,1977,MOZ,Climatological,0.0
207,1978,MOZ,Climatological,0.0
208,1979,MOZ,Climatological,0.0
209,1980,MOZ,Climatological,0.0
210,1981,MOZ,Climatological,0.0
211,1982,MOZ,Climatological,0.0
212,1983,MOZ,Climatological,0.0
213,1984,MOZ,Climatological,0.0
214,1985,MOZ,Climatological,0.0
215,1986,MOZ,Climatological,0.0
216,1987,MOZ,Climatological,0.0
217,1988,MOZ,Climatological,0.0
218,1989,MOZ,Climatological,0.0
219,1990,MOZ,Climatological,0.0
220,1991,MOZ,Climatological,3.7324073206685036
221,1992,MOZ,Climatological,0.0
222,1993,MOZ,Climatological,0.0
223,1994,MOZ,Climatological,0.0
224,1995,MOZ,Climatological,0.0
225,1996,MOZ,Climatological,0.0
226,1997,MOZ,Climatological,0.0
227,1998,MOZ,Climatological,0.0
228,1999,MOZ,Climatological,0.0
229,2000,MOZ,Climatological,0.0
230,2001,MOZ,Climatological,0.0
231,2002,MOZ,Climatological,0.0
232,2003,MOZ,Climatological,0.0
233,2004,MOZ,Climatological,0.0
234,2005,MOZ,Climatological,0.0
235,2006,MOZ,Climatological,0.0
236,2007,MOZ,Climatological,0.0
237,2008,MOZ,Climatological,0.0
238,2009,MOZ,Climatological,0.0
239,2010,MOZ,Climatological,0.0
240,2011,MOZ,Climatological,0.0
241,2012,MOZ,Climatological,0.0
242,2013,MOZ,Climatological,0.0
243,2014,MOZ,Climatological,0.0
244,2015,MOZ,Climatological,0.0
245,2016,MOZ,Climatological,0.0
246,2017,MOZ,Climatological,0.0
247,2018,MOZ,Climatological,0.0
248,2019,MOZ,Climatological,0.0
249,2020,MOZ,Climatological,0.0
250,2021,MOZ,Climatological,0.0
251,2022,MOZ,Climatological,0.0
0,1960,MWI,Geophysical,0.0
1,1961,MWI,Geophysical,0.0
2,1962,MWI,Geophysical,0.0
3,1963,MWI,Geophysical,0.0
4,1964,MWI,Geophysical,0.0
5,1965,MWI,Geophysical,0.0
6,1966,MWI,Geophysical,0.0
7,1967,MWI,Geophysical,0.0
8,1968,MWI,Geophysical,0.0
9,1969,MWI,Geophysical,0.0
10,1970,MWI,Geophysical,0.0
11,1971,MWI,Geophysical,0.0
12,1972,MWI,Geophysical,0.0
13,1973,MWI,Geophysical,0.0
14,1974,MWI,Geophysical,0.0
15,1975,MWI,Geophysical,0.0
16,1976,MWI,Geophysical,0.0
17,1977,MWI,Geophysical,0.0
18,1978,MWI,Geophysical,0.0
19,1979,MWI,Geophysical,0.0
20,1980,MWI,Geophysical,0.0
21,1981,MWI,Geophysical,0.0
22,1982,MWI,Geophysical,0.0
23,1983,MWI,Geophysical,0.0
24,1984,MWI,Geophysical,0.0
25,1985,MWI,Geophysical,0.0
26,1986,MWI,Geophysical,0.0
27,1987,MWI,Geophysical,0.0
28,1988,MWI,Geophysical,0.0
29,1989,MWI,Geophysical,2.986176231917076
30,1990,MWI,Geophysical,0.0
31,1991,MWI,Geophysical,0.0
32,1992,MWI,Geophysical,0.0
33,1993,MWI,Geophysical,0.0
34,1994,MWI,Geophysical,0.0
35,1995,MWI,Geophysical,0.0
36,1996,MWI,Geophysical,0.0
37,1997,MWI,Geophysical,0.0
38,1998,MWI,Geophysical,0.0
39,1999,MWI,Geophysical,0.0
40,2000,MWI,Geophysical,0.0
41,2001,MWI,Geophysical,0.0
42,2002,MWI,Geophysical,0.0
43,2003,MWI,Geophysical,0.0
44,2004,MWI,Geophysical,0.0
45,2005,MWI,Geophysical,0.0
46,2006,MWI,Geophysical,0.0
47,2007,MWI,Geophysical,0.0
48,2008,MWI,Geophysical,0.0
49,2009,MWI,Geophysical,0.0
50,2010,MWI,Geophysical,0.0
51,2011,MWI,Geophysical,0.0
52,2012,MWI,Geophysical,0.0
53,2013,MWI,Geophysical,0.0
54,2014,MWI,Geophysical,0.0
55,2015,MWI,Geophysical,0.0
56,2016,MWI,Geophysical,0.0
57,2017,MWI,Geophysical,0.0
58,2018,MWI,Geophysical,0.0
59,2019,MWI,Geophysical,0.0
60,2020,MWI,Geophysical,0.0
61,2021,MWI,Geophysical,0.0
62,2022,MWI,Geophysical,0.0
63,1960,MWI,Meteorological,0.0
64,1961,MWI,Meteorological,0.0
65,1962,MWI,Meteorological,0.0
66,1963,MWI,Meteorological,0.0
67,1964,MWI,Meteorological,0.0
68,1965,MWI,Meteorological,0.0
69,1966,MWI,Meteorological,0.0
70,1967,MWI,Meteorological,0.0
71,1968,MWI,Meteorological,0.0
72,1969,MWI,Meteorological,0.0
73,1970,MWI,Meteorological,0.0
74,1971,MWI,Meteorological,0.0
75,1972,MWI,Meteorological,0.0
76,1973,MWI,Meteorological,0.0
77,1974,MWI,Meteorological,0.0
78,1975,MWI,Meteorological,0.0
79,1976,MWI,Meteorological,0.0
80,1977,MWI,Meteorological,0.0
81,1978,MWI,Meteorological,0.0
82,1979,MWI,Meteorological,0.0
83,1980,MWI,Meteorological,0.0
84,1981,MWI,Meteorological,0.0
85,1982,MWI,Meteorological,0.0
86,1983,MWI,Meteorological,0.0
87,1984,MWI,Meteorological,0.0
88,1985,MWI,Meteorological,0.0
89,1986,MWI,Meteorological,0.0
90,1987,MWI,Meteorological,0.0
91,1988,MWI,Meteorological,0.0
92,1989,MWI,Meteorological,0.0
93,1990,MWI,Meteorological,0.0
94,1991,MWI,Meteorological,0.0
95,1992,MWI,Meteorological,0.0
96,1993,MWI,Meteorological,0.0
97,1994,MWI,Meteorological,0.0
98,1995,MWI,Meteorological,0.0
99,1996,MWI,Meteorological,0.0
100,1997,MWI,Meteorological,0.0
101,1998,MWI,Meteorological,0.0
102,1999,MWI,Meteorological,0.0
103,2000,MWI,Meteorological,0.0
104,2001,MWI,Meteorological,0.0
105,2002,MWI,Meteorological,0.0
106,2003,MWI,Meteorological,0.0
107,2004,MWI,Meteorological,0.0
108,2005,MWI,Meteorological,0.0
109,2006,MWI,Meteorological,0.0
110,2007,MWI,Meteorological,0.0
111,2008,MWI,Meteorological,0.0
112,2009,MWI,Meteorological,0.0
113,2010,MWI,Meteorological,0.0
114,2011,MWI,Meteorological,0.0
115,2012,MWI,Meteorological,0.0
116,2013,MWI,Meteorological,0.0
117,2014,MWI,Meteorological,0.0
118,2015,MWI,Meteorological,0.0
119,2016,MWI,Meteorological,0.0
120,2017,MWI,Meteorological,0.0
121,2018,MWI,Meteorological,0.0
122,2019,MWI,Meteorological,0.0
123,2020,MWI,Meteorological,0.0
124,2021,MWI,Meteorological,0.0
125,2022,MWI,Meteorological,0.0
126,1960,MWI,Hydrological,0.0
127,1961,MWI,Hydrological,0.0
128,1962,MWI,Hydrological,0.0
129,1963,MWI,Hydrological,0.0
130,1964,MWI,Hydrological,0.0
131,1965,MWI,Hydrological,0.0
132,1966,MWI,Hydrological,0.0
133,1967,MWI,Hydrological,0.4426922522459245
134,1968,MWI,Hydrological,0.0
135,1969,MWI,Hydrological,0.15508747995834052
136,1970,MWI,Hydrological,0.0
137,1971,MWI,Hydrological,0.0
138,1972,MWI,Hydrological,0.0
139,1973,MWI,Hydrological,0.0
140,1974,MWI,Hydrological,0.0
141,1975,MWI,Hydrological,0.0
142,1976,MWI,Hydrological,0.0
143,1977,MWI,Hydrological,0.0
144,1978,MWI,Hydrological,0.0
145,1979,MWI,Hydrological,0.0
146,1980,MWI,Hydrological,0.0
147,1981,MWI,Hydrological,0.0
148,1982,MWI,Hydrological,0.0
149,1983,MWI,Hydrological,0.0
150,1984,MWI,Hydrological,0.0
151,1985,MWI,Hydrological,0.0
152,1986,MWI,Hydrological,0.0
153,1987,MWI,Hydrological,0.0
154,1988,MWI,Hydrological,0.0
155,1989,MWI,Hydrological,0.0
156,1990,MWI,Hydrological,0.0
157,1991,MWI,Hydrological,2.027345365132539
158,1992,MWI,Hydrological,0.0
159,1993,MWI,Hydrological,0.0
160,1994,MWI,Hydrological,0.0
161,1995,MWI,Hydrological,0.0
162,1996,MWI,Hydrological,0.0
163,1997,MWI,Hydrological,0.0
164,1998,MWI,Hydrological,0.005103235275672562
165,1999,MWI,Hydrological,0.0
166,2000,MWI,Hydrological,0.05180451818860257
167,2001,MWI,Hydrological,0.3551282270388393
168,2002,MWI,Hydrological,0.0
169,2003,MWI,Hydrological,0.0
170,2004,MWI,Hydrological,0.0
171,2005,MWI,Hydrological,0.0
172,2006,MWI,Hydrological,0.0
173,2007,MWI,Hydrological,0.0
174,2008,MWI,Hydrological,0.0
175,2009,MWI,Hydrological,0.0
176,2010,MWI,Hydrological,0.0
177,2011,MWI,Hydrological,0.0
178,2012,MWI,Hydrological,0.0
179,2013,MWI,Hydrological,0.0
180,2014,MWI,Hydrological,0.0
181,2015,MWI,Hydrological,7.555828231961749
182,2016,MWI,Hydrological,0.0
183,2017,MWI,Hydrological,0.0
184,2018,MWI,Hydrological,0.0
185,2019,MWI,Hydrological,0.0
186,2020,MWI,Hydrological,0.0
187,2021,MWI,Hydrological,0.0
188,2022,MWI,Hydrological,0.0
189,1960,MWI,Climatological,0.0
190,1961,MWI,Climatological,0.0
191,1962,MWI,Climatological,0.0
192,1963,MWI,Climatological,0.0
193,1964,MWI,Climatological,0.0
194,1965,MWI,Climatological,0.0
195,1966,MWI,Climatological,0.0
196,1967,MWI,Climatological,0.0
197,1968,MWI,Climatological,0.0
198,1969,MWI,Climatological,0.0
199,1970,MWI,Climatological,0.0
200,1971,MWI,Climatological,0.0
201,1972,MWI,Climatological,0.0
202,1973,MWI,Climatological,0.0
203,1974,MWI,Climatological,0.0
204,1975,MWI,Climatological,0.0
205,1976,MWI,Climatological,0.0
206,1977,MWI,Climatological,0.0
207,1978,MWI,Climatological,0.0
208,1979,MWI,Climatological,0.0
209,1980,MWI,Climatological,0.0
210,1981,MWI,Climatological,0.0
211,1982,MWI,Climatological,0.0
212,1983,MWI,Climatological,0.0
213,1984,MWI,Climatological,0.0
214,1985,MWI,Climatological,0.0
215,1986,MWI,Climatological,0.0
216,1987,MWI,Climatological,0.0
217,1988,MWI,Climatological,0.0
218,1989,MWI,Climatological,0.0
219,1990,MWI,Climatological,0.0
220,1991,MWI,Climatological,0.0
221,1992,MWI,Climatological,0.0
222,1993,MWI,Climatological,0.0
223,1994,MWI,Climatological,0.0
224,1995,MWI,Climatological,0.0
225,1996,MWI,Climatological,0.0
226,1997,MWI,Climatological,0.0
227,1998,MWI,Climatological,0.0
228,1999,MWI,Climatological,0.0
229,2000,MWI,Climatological,0.0
230,2001,MWI,Climatological,0.0
231,2002,MWI,Climatological,0.0
232,2003,MWI,Climatological,0.0
233,2004,MWI,Climatological,0.0
234,2005,MWI,Climatological,0.0
235,2006,MWI,Climatological,0.0
236,2007,MWI,Climatological,0.0
237,2008,MWI,Climatological,0.0
238,2009,MWI,Climatological,0.0
239,2010,MWI,Climatological,0.0
240,2011,MWI,Climatological,0.0
241,2012,MWI,Climatological,0.0
242,2013,MWI,Climatological,0.0
243,2014,MWI,Climatological,0.0
244,2015,MWI,Climatological,0.0
245,2016,MWI,Climatological,0.0
246,2017,MWI,Climatological,0.0
247,2018,MWI,Climatological,0.0
248,2019,MWI,Climatological,0.0
249,2020,MWI,Climatological,0.0
250,2021,MWI,Climatological,0.0
251,2022,MWI,Climatological,0.0
0,1960,PRT,Geophysical,0.0
1,1961,PRT,Geophysical,0.0
2,1962,PRT,Geophysical,0.0
3,1963,PRT,Geophysical,0.0
4,1964,PRT,Geophysical,0.0
5,1965,PRT,Geophysical,0.0
6,1966,PRT,Geophysical,0.0
7,1967,PRT,Geophysical,0.0
8,1968,PRT,Geophysical,0.0
9,1969,PRT,Geophysical,0.0
10,1970,PRT,Geophysical,0.0
11,1971,PRT,Geophysical,0.0
12,1972,PRT,Geophysical,0.0
13,1973,PRT,Geophysical,0.0
14,1974,PRT,Geophysical,0.0
15,1975,PRT,Geophysical,0.0
16,1976,PRT,Geophysical,0.0
17,1977,PRT,Geophysical,0.0
18,1978,PRT,Geophysical,0.0
19,1979,PRT,Geophysical,0.0
20,1980,PRT,Geophysical,0.0
21,1981,PRT,Geophysical,0.0
22,1982,PRT,Geophysical,0.0
23,1983,PRT,Geophysical,0.0
24,1984,PRT,Geophysical,0.0
25,1985,PRT,Geophysical,0.0
26,1986,PRT,Geophysical,0.0
27,1987,PRT,Geophysical,0.0
28,1988,PRT,Geophysical,0.0
29,1989,PRT,Geophysical,0.0
30,1990,PRT,Geophysical,0.0
31,1991,PRT,Geophysical,0.0
32,1992,PRT,Geophysical,0.0
33,1993,PRT,Geophysical,0.0
34,1994,PRT,Geophysical,0.0
35,1995,PRT,Geophysical,0.0
36,1996,PRT,Geophysical,0.0
37,1997,PRT,Geophysical,0.0
38,1998,PRT,Geophysical,0.0
39,1999,PRT,Geophysical,0.0
40,2000,PRT,Geophysical,0.0
41,2001,PRT,Geophysical,0.0
42,2002,PRT,Geophysical,0.0
43,2003,PRT,Geophysical,0.0
44,2004,PRT,Geophysical,0.0
45,2005,PRT,Geophysical,0.0
46,2006,PRT,Geophysical,0.0
47,2007,PRT,Geophysical,0.0
48,2008,PRT,Geophysical,0.0
49,2009,PRT,Geophysical,0.0
50,2010,PRT,Geophysical,0.0
51,2011,PRT,Geophysical,0.0
52,2012,PRT,Geophysical,0.0
53,2013,PRT,Geophysical,0.0
54,2014,PRT,Geophysical,0.0
55,2015,PRT,Geophysical,0.0
56,2016,PRT,Geophysical,0.0
57,2017,PRT,Geophysical,0.0
58,2018,PRT,Geophysical,0.0
59,2019,PRT,Geophysical,0.0
60,2020,PRT,Geophysical,0.0
61,2021,PRT,Geophysical,0.0
62,2022,PRT,Geophysical,0.0
63,1960,PRT,Meteorological,0.0
64,1961,PRT,Meteorological,0.0
65,1962,PRT,Meteorological,0.0
66,1963,PRT,Meteorological,0.0
67,1964,PRT,Meteorological,0.0
68,1965,PRT,Meteorological,0.0
69,1966,PRT,Meteorological,0.0
70,1967,PRT,Meteorological,0.0
71,1968,PRT,Meteorological,0.0
72,1969,PRT,Meteorological,0.0
73,1970,PRT,Meteorological,0.0
74,1971,PRT,Meteorological,0.0
75,1972,PRT,Meteorological,0.0
76,1973,PRT,Meteorological,0.0
77,1974,PRT,Meteorological,0.0
78,1975,PRT,Meteorological,0.0
79,1976,PRT,Meteorological,0.0
80,1977,PRT,Meteorological,0.0
81,1978,PRT,Meteorological,0.0
82,1979,PRT,Meteorological,0.0
83,1980,PRT,Meteorological,0.0
84,1981,PRT,Meteorological,0.0
85,1982,PRT,Meteorological,0.0
86,1983,PRT,Meteorological,0.0
87,1984,PRT,Meteorological,0.0
88,1985,PRT,Meteorological,0.0
89,1986,PRT,Meteorological,0.0
90,1987,PRT,Meteorological,0.0
91,1988,PRT,Meteorological,0.0
92,1989,PRT,Meteorological,0.0
93,1990,PRT,Meteorological,0.0
94,1991,PRT,Meteorological,0.0
95,1992,PRT,Meteorological,0.0
96,1993,PRT,Meteorological,0.0
97,1994,PRT,Meteorological,0.0
98,1995,PRT,Meteorological,0.0
99,1996,PRT,Meteorological,0.0
100,1997,PRT,Meteorological,0.02664541924550383
101,1998,PRT,Meteorological,0.0
102,1999,PRT,Meteorological,0.0
103,2000,PRT,Meteorological,0.0
104,2001,PRT,Meteorological,0.0
105,2002,PRT,Meteorological,0.0
106,2003,PRT,Meteorological,0.0
107,2004,PRT,Meteorological,0.0
108,2005,PRT,Meteorological,0.0
109,2006,PRT,Meteorological,0.0
110,2007,PRT,Meteorological,0.0
111,2008,PRT,Meteorological,0.0
112,2009,PRT,Meteorological,0.0
113,2010,PRT,Meteorological,0.1742358684328617
114,2011,PRT,Meteorological,0.0
115,2012,PRT,Meteorological,0.0
116,2013,PRT,Meteorological,0.0
117,2014,PRT,Meteorological,0.0
118,2015,PRT,Meteorological,0.0
119,2016,PRT,Meteorological,0.0
120,2017,PRT,Meteorological,0.0
121,2018,PRT,Meteorological,0.06216082465019902
122,2019,PRT,Meteorological,0.0
123,2020,PRT,Meteorological,0.0
124,2021,PRT,Meteorological,0.0
125,2022,PRT,Meteorological,0.0
126,1960,PRT,Hydrological,0.0
127,1961,PRT,Hydrological,0.0
128,1962,PRT,Hydrological,0.0
